Id,SalePrice
1921,393145.91
1922,347602.9
1923,200446.0
1924,211878.56
1925,217441.89
1926,376164.84
1927,134290.5
1928,158042.02
1929,127281.5
1930,135430.25
1931,139883.9
1932,136758.35
1933,177744.44
1934,184876.14
1935,176966.99
1936,195963.9
1937,181196.4
1938,166660.16
1939,246710.43
1940,204149.5
1941,179292.72
1942,191543.64
1943,199107.0
1944,320400.87
1945,374226.3
1946,153370.2
1947,313482.76
1948,173126.7
1949,229011.23
1950,174301.17
1951,249287.38
1952,232434.71
1953,162223.82
1954,204561.99
1955,129414.0
1956,270135.34
1957,157239.39
1958,298409.86
1959,143239.41
1960,113597.0
1961,118422.0
1962,96514.5
1963,110292.0
1964,106404.34
1965,155715.04
1966,158032.6
1967,306248.46
1968,403763.69
1969,351197.24
1970,381407.06
1971,436232.83
1972,345384.5
1973,273231.58
1974,325096.41
1975,468661.0
1976,276689.76
1977,352185.9
1978,345056.68
1979,327924.26
1980,190178.43
1981,348706.36
1982,242049.87
1983,223959.93
1984,171536.8
1985,198524.93
1986,202518.02
1987,180742.45
1988,177627.92
1989,188488.9
1990,211379.69
1991,204899.2
1992,210054.69
1993,173431.51
1994,241686.39
1995,185329.25
1996,260831.81
1997,327773.32
1998,321680.0
1999,263934.4
2000,293429.9
2001,269314.89
2002,225516.08
2003,250099.53
2004,254613.03
2005,248473.21
2006,238700.16
2007,253165.23
2008,214199.67
2009,189454.05
2010,191928.55
2011,150661.54
2012,186530.67
2013,184651.88
2014,192536.7
2015,197263.4
2016,191615.48
2017,202197.23
2018,125511.25
2019,132061.0
2020,121585.0
2021,115358.5
2022,173756.5
2023,148984.02
2024,222863.4
2025,347592.35
2026,186582.71
2027,150350.34
2028,162530.58
2029,162632.34
2030,274834.81
2031,264281.75
2032,278605.12
2033,267936.07
2034,163158.15
2035,207819.18
2036,195332.77
2037,211868.01
2038,301316.11
2039,216595.09
2040,349539.28
2041,285472.23
2042,204224.95
2043,174638.0
2044,177082.07
2045,217258.57
2046,139692.63
2047,151181.21
2048,133097.6
2049,135266.41
2050,181960.75
2051,109426.0
2052,135891.32
2053,140402.0
2054,89007.5
2055,163137.5
2056,131085.43
2057,128253.25
2058,207919.76
2059,131322.75
2060,166160.5
2061,184947.05
2062,136161.5
2063,116012.0
2064,137169.0
2065,125061.25
2066,176005.52
2067,140839.89
2068,137555.27
2069,88695.0
2070,114710.54
2071,95725.5
2072,135059.04
2073,139177.6
2074,169321.66
2075,147613.07
2076,120332.5
2077,143667.0
2078,131202.6
2079,131099.5
2080,114035.54
2081,118581.34
2082,144513.69
2083,146548.98
2084,112730.5
2085,126874.5
2086,123633.6
2087,123703.58
2088,110028.79
2089,95133.0
2090,135935.87
2091,141599.15
2092,138142.76
2093,134741.18
2094,140116.74
2095,151636.54
2096,95335.54
2097,107546.37
2098,147528.7
2099,74035.5
2100,134203.68
2101,134000.7
2102,151364.62
2103,112478.5
2104,135375.76
2105,145895.46
2106,91005.87
2107,240062.81
2108,120848.25
2109,116439.75
2110,126935.0
2111,162966.04
2112,136374.6
2113,113982.5
2114,110973.66
2115,151042.52
2116,121753.0
2117,151513.24
2118,112033.04
2119,108073.5
2120,116501.04
2121,103002.5
2122,108184.0
2123,92174.5
2124,172928.42
2125,140169.11
2126,156960.91
2127,163138.38
2128,142548.12
2129,106872.0
2130,152480.72
2131,152915.34
2132,118890.5
2133,126992.82
2134,119167.54
2135,115069.0
2136,93911.5
2137,119348.29
2138,137994.5
2139,147292.35
2140,134534.0
2141,142164.72
2142,135338.25
2143,142289.28
2144,123964.75
2145,133069.5
2146,152996.8
2147,159466.64
2148,128552.84
2149,134090.1
2150,213194.52
2151,132090.17
2152,196038.4
2153,158306.87
2154,114570.54
2155,121525.04
2156,226181.66
2157,223706.51
2158,234483.83
2159,215916.52
2160,175694.85
2161,254120.28
2162,412557.54
2163,355945.75
2164,250977.89
2165,178641.54
2166,139135.0
2167,203590.31
2168,210433.0
2169,192749.58
2170,221837.82
2171,148380.54
2172,142475.5
2173,169149.33
2174,250297.73
2175,297928.94
2176,336232.87
2177,257434.82
2178,228488.71
2179,143027.0
2180,186428.22
2181,189177.59
2182,222185.34
2183,198036.97
2184,133939.25
2185,136882.37
2186,144611.14
2187,146964.75
2188,159274.53
2189,188844.97
2190,91720.5
2191,94992.87
2192,93173.04
2193,109445.87
2194,112763.5
2195,114613.25
2196,107505.64
2197,107897.5
2198,157894.87
2199,163961.2
2200,125730.35
2201,128611.39
2202,192575.0
2203,160770.75
2204,176091.84
2205,110258.87
2206,132155.5
2207,236901.24
2208,229057.56
2209,191983.0
2210,128668.24
2211,115643.04
2212,114528.54
2213,109992.5
2214,149432.65
2215,112546.0
2216,153609.84
2217,78639.0
2218,95421.54
2219,85795.5
2220,91587.04
2221,342904.18
2222,230381.54
2223,252465.85
2224,212238.26
2225,144631.49
2226,176535.04
2227,197694.85
2228,296033.97
2229,250366.62
2230,163589.13
2231,207039.84
2232,179096.62
2233,165863.78
2234,263747.62
2235,206638.37
2236,278303.32
2237,335782.58
2238,187716.23
2239,124048.61
2240,162112.04
2241,149081.5
2242,138096.53
2243,134436.8
2244,99880.0
2245,97941.5
2246,138606.0
2247,105197.0
2248,118537.0
2249,122353.5
2250,135425.72
2251,134722.4
2252,179341.0
2253,160471.77
2254,179545.55
2255,192972.5
2256,180435.4
2257,195880.7
2258,173216.68
2259,178864.7
2260,149837.5
2261,191736.56
2262,220655.78
2263,347628.66
2264,453716.26
2265,168754.35
2266,292372.59
2267,372390.06
2268,414958.36
2269,155743.02
2270,178983.4
2271,235497.73
2272,199430.02
2273,159633.5
2274,171086.41
2275,162850.3
2276,172789.4
2277,180794.9
2278,153193.52
2279,124216.75
2280,111272.0
2281,176895.37
2282,178340.9
2283,96905.0
2284,107387.12
2285,152019.6
2286,130788.0
2287,347383.58
2288,286011.61
2289,344377.25
2290,406294.69
2291,333272.63
2292,434572.43
2293,436463.96
2294,372126.19
2295,434054.21
2296,263780.71
2297,328275.07
2298,318013.77
2299,350376.53
2300,331552.79
2301,301092.1
2302,234998.2
2303,239473.67
2304,241545.85
2305,180916.21
2306,180437.52
2307,184385.61
2308,222279.65
2309,279751.76
2310,228590.28
2311,185060.22
2312,171202.9
2313,174819.15
2314,179685.7
2315,175428.64
2316,172992.1
2317,178524.38
2318,174743.22
2319,175907.46
2320,180867.39
2321,252032.22
2322,168662.34
2323,173794.66
2324,165216.68
2325,215325.68
2326,166699.96
2327,199829.5
2328,216929.47
2329,187003.05
2330,184630.8
2331,334079.05
2332,361360.89
2333,305427.48
2334,260994.48
2335,267722.34
2336,313440.56
2337,204245.98
2338,278998.09
2339,228825.65
2340,396008.13
2341,216853.62
2342,241086.32
2343,219458.82
2344,229744.37
2345,243935.74
2346,234938.2
2347,206241.51
2348,232481.08
2349,153501.44
2350,306894.87
2351,263652.56
2352,246729.49
2353,213461.5
2354,132377.09
2355,157207.9
2356,148139.75
2357,197438.51
2358,200284.32
2359,126825.32
2360,121628.5
2361,135913.1
2362,264098.45
2363,140535.6
2364,146033.84
2365,234196.34
2366,192531.77
2367,220065.78
2368,199772.71
2369,224363.58
2370,163021.35
2371,165893.04
2372,179848.45
2373,288071.39
2374,291996.65
2375,230746.75
2376,259697.97
2377,339506.7
2378,145594.52
2379,195845.52
2380,142772.0
2381,159551.3
2382,195809.65
2383,210013.52
2384,233612.22
2385,150501.5
2386,139076.5
2387,135435.75
2388,102056.5
2389,131376.5
2390,141141.1
2391,133338.2
2392,114346.0
2393,165993.66
2394,144768.15
2395,188577.2
2396,148868.5
2397,206883.5
2398,127423.5
2399,66283.0
2400,67936.5
2401,116088.5
2402,135601.5
2403,136008.12
2404,147823.74
2405,158018.5
2406,135233.5
2407,127473.75
2408,134028.0
2409,129198.0
2410,166364.0
2411,124472.0
2412,156528.82
2413,140812.75
2414,129341.0
2415,134826.97
2416,127933.5
2417,131012.75
2418,124617.25
2419,127531.73
2420,126597.6
2421,150238.5
2422,121144.0
2423,146345.15
2424,156005.48
2425,167706.31
2426,123563.5
2427,149119.49
2428,176207.02
2429,113763.5
2430,131713.25
2431,115396.5
2432,134428.5
2433,140231.0
2434,142347.25
2435,149817.6
2436,113476.03
2437,112817.0
2438,124964.54
2439,120851.5
2440,126233.54
2441,108606.87
2442,107983.54
2443,116474.5
2444,130915.5
2445,95434.5
2446,133773.83
2447,218152.01
2448,145975.92
2449,113429.04
2450,154799.38
2451,125124.66
2452,208934.81
2453,102858.5
2454,131512.58
2455,108537.75
2456,134751.84
2457,114415.54
2458,112596.0
2459,111701.5
2460,135673.41
2461,115846.68
2462,129241.21
2463,118302.75
2464,162751.43
2465,134742.87
2466,116837.0
2467,143613.47
2468,95976.76
2469,95488.18
2470,174871.4
2471,185123.75
2472,176149.57
2473,117902.5
2474,108075.51
2475,224362.7
2476,109583.62
2477,131276.6
2478,159909.1
2479,112782.0
2480,140601.25
2481,121070.25
2482,131184.5
2483,116691.0
2484,124343.6
2485,123214.5
2486,151243.5
2487,175207.52
2488,146191.17
2489,150426.92
2490,149032.75
2491,99048.5
2492,186143.35
2493,141015.33
2494,170227.2
2495,103332.0
2496,209973.86
2497,151561.68
2498,116338.34
2499,95852.5
2500,127636.79
2501,133460.25
2502,148577.0
2503,104190.0
2504,186575.64
2505,202813.11
2506,262057.51
2507,292780.59
2508,256186.66
2509,221313.18
2510,238183.33
2511,188906.71
2512,214001.04
2513,213628.0
2514,230419.27
2515,145742.1
2516,157826.65
2517,132169.5
2518,137554.25
2519,226115.1
2520,205397.9
2521,194483.5
2522,226643.41
2523,131110.6
2524,139859.1
2525,142835.32
2526,139218.73
2527,122182.0
2528,129865.1
2529,132814.0
2530,109938.0
2531,232110.05
2532,224735.77
2533,199699.08
2534,235682.78
2535,301382.18
2536,226233.04
2537,233509.51
2538,185192.02
2539,189767.0
2540,178217.19
2541,182813.01
2542,164233.15
2543,129965.1
2544,131734.5
2545,133411.74
2546,146527.5
2547,143098.52
2548,166770.42
2549,164398.65
2550,339232.86
2551,144954.19
2552,124884.85
2553,93434.0
2554,119530.0
2555,114912.5
2556,102069.0
2557,115532.0
2558,161732.5
2559,133112.37
2560,120449.62
2561,133675.08
2562,130168.25
2563,138484.66
2564,167846.9
2565,126529.82
2566,151632.59
2567,130810.57
2568,188422.2
2569,196738.0
2570,125795.74
2571,165564.25
2572,193559.39
2573,226253.0
2574,311187.59
2575,133036.33
2576,145084.63
2577,172892.19
2578,101012.04
2579,84786.0
2580,146499.48
2581,128660.75
2582,117732.64
2583,276492.15
2584,162886.33
2585,176178.47
2586,195166.66
2587,198831.76
2588,154708.8
2589,143667.1
2590,210016.53
2591,203400.06
2592,227469.09
2593,259646.29
2594,171407.06
2595,217075.47
2596,328988.46
2597,183710.7
2598,274302.61
2599,333372.5
2600,171918.16
2601,144599.92
2602,90510.5
2603,96358.5
2604,95312.5
2605,98964.0
2606,145487.2
2607,179183.81
2608,213013.5
2609,166020.36
2610,116635.0
2611,159351.88
2612,150300.32
2613,124720.0
2614,128696.0
2615,153021.5
2616,137940.0
2617,174269.87
2618,173928.0
2619,211104.64
2620,188710.7
2621,184495.02
2622,185003.45
2623,252903.55
2624,271542.33
2625,315753.79
2626,162364.07
2627,185663.2
2628,391185.51
2629,503218.98
2630,341093.12
2631,411486.36
2632,377356.1
2633,312872.36
2634,387196.69
2635,146917.2
2636,199529.06
2637,168643.5
2638,245759.51
2639,182407.5
2640,151056.5
2641,109546.5
2642,195248.0
2643,109480.5
2644,128885.03
2645,98301.54
2646,91250.0
2647,98577.5
2648,143273.85
2649,144425.15
2650,153230.05
2651,155362.7
2652,384347.39
2653,255107.61
2654,244303.43
2655,358046.74
2656,293207.06
2657,331490.41
2658,295590.74
2659,311880.29
2660,338419.22
2661,338622.7
2662,330190.25
2663,271190.13
2664,276630.7
2665,312655.68
2666,277042.92
2667,167812.55
2668,181270.01
2669,180404.46
2670,282881.51
2671,181817.71
2672,178306.86
2673,198558.85
2674,197413.18
2675,168711.88
2676,189203.37
2677,201184.9
2678,263661.39
2679,279387.5
2680,269834.55
2681,388668.34
2682,312125.43
2683,511544.44
2684,293464.84
2685,323851.58
2686,260808.73
2687,329523.04
2688,233256.53
2689,228738.58
2690,381379.3
2691,188514.37
2692,130639.61
2693,196542.26
2694,130490.63
2695,193621.42
2696,182765.92
2697,191623.72
2698,199621.0
2699,180587.06
2700,168291.64
2701,152026.74
2702,121955.25
2703,164961.13
2704,141895.1
2705,126609.5
2706,120576.5
2707,125394.0
2708,132695.5
2709,117593.5
2710,126334.6
2711,267994.12
2712,372377.03
2713,175036.34
2714,150136.54
2715,165137.04
2716,160920.44
2717,185230.4
2718,230369.57
2719,153359.0
2720,166608.55
2721,139967.1
2722,169976.1
2723,143705.1
2724,129506.0
2725,135122.25
2726,145695.78
2727,178559.4
2728,172149.34
2729,158281.74
2730,143586.5
2731,120213.0
2732,117443.5
2733,156837.5
2734,148972.86
2735,135488.0
2736,143442.55
2737,118973.75
2738,136662.41
2739,159503.82
2740,138977.5
2741,148057.0
2742,153452.0
2743,149362.5
2744,144585.45
2745,137075.07
2746,130626.5
2747,151621.97
2748,124289.0
2749,130025.25
2750,133290.37
2751,126914.0
2752,218184.34
2753,149467.29
2754,201348.7
2755,127388.83
2756,96026.5
2757,79679.0
2758,89887.0
2759,159320.7
2760,141198.86
2761,142578.75
2762,147142.5
2763,188191.5
2764,170343.0
2765,271376.35
2766,138982.45
2767,92539.0
2768,145394.79
2769,125376.25
2770,154257.42
2771,120852.5
2772,123430.1
2773,140121.62
2774,138013.49
2775,134503.0
2776,146437.88
2777,156151.0
2778,126039.4
2779,126338.73
2780,111008.5
2781,103694.5
2782,104576.5
2783,102347.08
2784,127470.1
2785,142125.38
2786,78097.0
2787,121155.0
2788,85177.0
2789,210778.89
2790,102043.12
2791,122220.25
2792,91220.5
2793,162958.1
2794,101478.0
2795,114046.51
2796,103199.5
2797,181927.49
2798,124049.84
2799,119154.11
2800,90292.87
2801,118439.0
2802,136229.71
2803,160669.99
2804,160982.56
2805,99361.5
2806,97536.5
2807,148732.53
2808,147775.0
2809,132569.0
2810,138778.5
2811,159086.44
2812,146144.0
2813,158789.49
2814,167863.25
2815,106493.5
2816,233454.07
2817,135854.35
2818,130797.5
2819,179102.05
2820,140889.6
2821,106191.45
2822,180508.42
2823,226626.02
2824,176011.2
2825,163104.78
2826,130736.0
2827,143364.34
2828,209599.3
2829,167541.67
2830,236392.56
2831,191308.14
2832,220552.97
2833,309689.16
2834,227139.77
2835,219916.28
2836,193566.44
2837,169916.11
2838,143119.52
2839,183950.45
2840,194849.12
2841,200353.48
2842,230015.48
2843,147931.6
2844,152956.5
2845,119999.0
2846,210329.23
2847,200436.53
2848,228989.59
2849,206377.19
2850,286516.55
2851,228521.44
2852,221894.3
2853,238717.07
2854,139408.6
2855,192779.98
2856,209144.61
2857,189874.54
2858,192794.44
2859,136602.71
2860,126550.0
2861,131907.45
2862,190049.0
2863,122086.04
2864,267676.02
2865,142292.5
2866,138654.5
2867,97514.0
2868,119126.04
2869,124813.22
2870,156757.34
2871,115774.4
2872,68266.0
2873,108519.58
2874,140476.89
2875,115883.14
2876,157111.94
2877,147963.2
2878,165170.02
2879,146157.5
2880,105110.04
2881,159918.08
2882,164938.08
2883,171025.88
2884,177476.43
2885,174801.9
2886,195629.0
2887,106582.5
2888,129130.54
2889,73795.5
2890,87803.0
2891,143223.53
2892,73915.5
2893,120191.19
2894,74596.0
2895,326114.35
2896,305054.61
2897,201876.5
2898,157685.71
2899,239801.03
2900,155834.32
2901,195457.5
2902,178784.47
2903,353503.59
2904,317467.11
2905,126393.27
2906,190947.21
2907,127834.15
2908,125560.0
2909,145388.23
2910,87998.0
2911,90311.5
2912,156965.5
2913,93178.0
2914,92730.0
2915,92991.5
2916,92678.5
2917,153078.53
2918,116823.5
2919,225202.44
